 Bears,1,1,1,4,0,0,11,282,19
 Steelers,1,0,1,2,0,0,14,278,15.3
 Giants,1,0,1,2,0,0,15,297,14.9
 Vikings,1,0,0,2,0,0,17,253,14.8
 Ravens,0,0,1,3,0,0,17,272,14.7
 Chargers,1,0,1,2,0,0,17,287,14.4
 Chiefs,2,0,1,1,0,0,15,318,13.9
 Lions,0,1,1,2,0,0,18,296,13.5
 Redskins,1,0,1,3,0,0,19,309,13.4
 Cardinals,1,0,1,2,0,0,15,292,13.3
 Jaguars,0,1,1,4,0,0,19,323,13.2
 Panthers,1,0,1,3,0,0,18,332,12.8
 Rams,1,0,1,2,0,0,19,303,12.7
 Broncos,1,1,1,2,0,0,21,277,12.6
 Browns,0,0,1,2,0,0,20,288,12.2
 Cowboys,1,0,1,2,0,0,18,333,11.7
 Patriots,0,0,0,2,0,0,16,313,11
 Eagles,0,0,1,1,0,0,18,302,10.9
 Buccaneers,1,1,1,1,0,0,25,360,9.5
 Bengals,0,0,0,2,0,0,21,330,8.7
 Jets,1,0,1,1,0,0,22,375,8.4
 Titans,0,0,1,2,0,0,25,304,8.4
 Packers,0,0,1,2,0,0,24,371,8.4
 Falcons,0,1,1,1,0,0,25,382,8
 Texans,1,0,0,1,0,0,24,374,8
 Seahawks,0,0,1,1,0,0,22,330,8
 49ers,0,0,1,1,0,0,22,339,7.7
 Saints,0,0,0,1,0,0,23,385,7.6
 Bills,0,0,0,1,0,0,26,363,7.5
 Dolphins,0,0,0,1,0,0,25,331,7.1
 Colts,1,0,0,1,0,0,27,348,6.5
