Player,Recpt,Yd,Avg,TD,FL,FPTS
Evan Engram,5,65,11.0,0,0,9
Travis Kelce,5,65,12.4,0,0,8.2
Ricky Seals-Jones,3,50,13.2,0,0,7.4
Jack Doyle,5,59,10.9,0,0,6.6
Vernon Davis,4,68,14.2,0,0,6.4
Hunter Henry,3,41,12.9,0,0,5.8
Austin Seferian-Jenkins,4,43,9.8,0,0,5.6
Kyle Rudolph,4,37,9.0,0,0,5.4
Cameron Brate,3,35,11.5,0,0,5.4
Tyler Kroft,3,36,10.0,0,0,5.4
Greg Olsen,3,41,12.3,0,0,5.2
Jason Witten,4,42,10.0,0,0,5
Delanie Walker,3,44,11.9,0,0,5
Jared Cook,3,49,13.8,0,0,5
Austin Hooper,3,37,11.4,0,0,4.8
David Njoku,2,34,12.2,0,0,4.8
Jimmy Graham,3,34,9.5,0,0,4.6
O.J. Howard,2,38,15.4,0,0,4.6
Marcedes Lewis,2,27,12.4,0,0,4.4
Charles Clay,3,33,11.2,0,0,4.2
Stephen Anderson,2,37,12.9,0,0,4.2
Vance McDonald,2,28,14.4,0,0,3.8
Julius Thomas,3,31,10.3,0,0,3.6
Eric Ebron,3,35,11.2,0,0,3.6
Seth DeValve,2,33,13.2,0,0,3.4
Antonio Gates,2,23,10.7,0,0,3.2
Trey Burton,2,26,9.7,0,0,3.2
Jesse James,2,25,9.8,0,0,3.2
Benjamin Watson,3,28,8.3,0,0,3.2
Brent Celek,2,25,9.7,0,0,3.2
Garrett Celek,2,21,10.0,0,0,3.2
Dwayne Allen,2,25,10.8,0,0,3.2
Michael Hoomanawanui,2,20,8.7,0,0,3
Jonnu Smith,1,16,9.9,0,0,2.8
Tyler Higbee,1,21,11.8,0,0,2.6
George Kittle,2,29,10.9,0,0,2.6
Lance Kendricks,2,22,10.6,0,0,2.6
Jermaine Gresham,2,27,10.0,0,0,2.6
Ed Dickson,2,29,14.0,0,0,2.6
Rhett Ellison,2,21,8.4,0,0,2.6
Josh Hill,2,23,8.8,0,0,2.2
Gerald Everett,1,18,11.4,0,0,2.2
Darren Fells,1,17,10.5,0,0,2.2
Adam Shaheen,1,14,10.6,0,0,2.2
Eric Tomlinson,1,11,9.6,0,0,1.6
Jeff Heuerman,1,12,10.6,0,0,1.6
Austin Traylor,1,19,11.1,0,0,1.6
Virgil Green,1,17,11.1,0,0,1.6
Luke Willson,1,16,9.5,0,0,1.6
Jerell Adams,1,15,8.6,0,0,1.6
Dion Sims,1,14,10.3,0,0,1.6
Xavier Grimble,1,10,10.8,0,0,1.6
Demetrius Harris,2,19,9.7,0,0,1.6
Nick O'Leary,1,19,15.2,0,0,1.4
Richard Rodgers,1,9,8.2,0,0,0.6
Jacob Hollister,0,8,10.9,0,0,0.6
Luke Stocker,0,1,6.0,0,0,0.6
MarQueis Gray,0,1,9.5,0,0,0
Geoff Swaim,0,3,11.3,0,0,0
Neal Sterling,0,3,8.5,0,0,0
Ben Braunecker,0,0,6.0,0,0,0
Henry Krieger-Coble,0,0,0.0,0,0,0
Will Tye,0,0,0.0,0,0,0
Jim Dray,0,2,8.7,0,0,0
Eric Saubert,0,2,12.5,0,0,0
Orson Charles,0,0,0.0,0,0,0
Jordan Leggett,0,0,0.0,0,0,0
Jeff Cumberland,0,0,0.0,0,0,0
Gavin Escobar,0,0,0.0,0,0,0
Chris Gragg,0,0,0.0,0,0,0
Evan Baylis,0,2,11.5,0,0,0
RaShaun Allen,0,0,0.0,0,0,0
Ben Koyack,0,3,10.0,0,0,0
Alan Cross,0,0,0.0,0,0,0
C.J. Uzomah,0,3,10.7,0,0,0
Jeremy Sprinkle,0,2,8.7,0,0,0
Matt Lengel,0,0,0.0,0,0,0
Levine Toilolo,0,1,17.0,0,0,0
Lee Smith,0,2,9.7,0,0,0
Nick Vannett,0,8,9.0,0,0,0
David Morgan,0,1,5.5,0,0,0
Darrell Daniels,0,1,9.0,0,0,0
Niles Paul,0,2,6.2,0,0,0
James O'Shaughnessy,0,2,10.0,0,0,0
Ross Travis,0,2,8.3,0,0,0
Brandon Williams,0,3,12.7,0,0,0
Sean McGrath,0,1,9.0,0,0,0
Phillip Supernaw,0,1,8.0,0,0,0
Ifeanyi Momah,0,3,31.0,0,0,0
Anthony Fasano,1,9,9.7,0,0,0
Randall Telfer,0,2,8.3,0,0,0
Chris Manhertz,0,2,11.0,0,0,0
Garrett Griffin,0,0,0.0,0,0,0
Clive Walford,0,6,12.2,0,0,0
Derek Carrier,0,2,8.0,0,0,0
Logan Paulsen,0,0,8.0,0,0,0
Logan Thomas,0,2,9.3,0,0,0
Daniel Brown,0,9,11.0,0,0,0
Troy Niklas,0,3,12.0,0,0,0
Ryan Hewitt,0,2,10.5,0,0,0
Nick Boyle,1,8,7.9,0,0,0
Michael Roberts,0,3,11.7,0,0,0
Khari Lee,0,1,8.5,0,0,0
Blake Bell,0,4,14.0,0,0,0
Maxx Williams,1,8,7.9,0,0,-0.2
