Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Dion Lewis RB NE (9),,NYJW 26-6 ,25.3,,26,93,1,,6,7,40,1,,0,2,133,,76%
Alvin Kamara RB NO (5),,@TBL 24-31 ,24.8,,9,44,1,,6,7,84,0,,0,2,283,,89%
Orleans Darkwa RB NYG (8),,WASW 18-10 ,24.4,,20,154,1,,0,1,0,0,,0,1,154,,45%
Latavius Murray RB MIN (9),,CHIW 23-10 ,23.4,,20,111,2,,1,1,3,0,,0,2,114,,82%
Carlos Hyde RB SF (11),,@LAW 34-13 ,20,,15,90,2,,2,4,10,0,,1-1,2,100,,95%
Derrick Henry RB TEN (8),,JACW 15-10 ,19.7,,28,51,0,,1,2,66,1,,0,1,117,,79%
Devonta Freeman RB ATL (5),,CARW 22-10 ,18.8,,11,23,0,,9,11,85,1,,0,1,108,,97%
Alex Collins RB BAL (10),,CINL 27-31 ,15.6,,20,78,1,,2,6,18,0,,0,1,96,,72%
Ezekiel Elliott RB DAL (6),,@PHIW 6-0 ,14.1,,27,103,0,,3,5,38,0,,0,0,141,,95%
Stevan Ridley RB PIT (9),,CLEW 28-24 ,14,,17,80,1,,0,0,0,0,,0,1,80,,2%
Peyton Barber RB TB (1),,NOW 31-24 ,13.9,,17,71,1,,2,4,18,0,,1,1,89,,23%
Alfred Blue RB HOU (7),,@INDL 13-22 ,13.5,,18,39,1,,4,5,36,0,,0,1,75,,4%
Duke Johnson RB CLE (9),,@PITL 24-28 ,13.5,,6,20,1,,6,6,75,0,,1-1,1,95,,79%
Leonard Fournette RB JAC (8),,@TENL 10-15 ,12.6,,19,69,0,,4,5,67,0,,1,0,136,,92%
Anthony Sherman RB KC (10),,@DENW 27-24 ,12.1,,14,40,1,,3,4,21,0,,0,1,61,,0%
Marshawn Lynch RB OAK (10),,@LACL 10-30 ,11.9,,19,101,0,,2,3,18,0,,0,0,119,,91%
Melvin Gordon RB LAC (9),,OAKW 30-10 ,11.4,,17,93,0,,6,7,31,0,,1,0,124,,96%
Jamaal Williams RB GB (8),,@DETL 11-35 ,11.3,,22,82,0,,3,5,31,0,,0,0,113,,74%
Frank Gore RB IND (11),,HOUW 22-13 ,11.1,,24,100,0,,3,3,11,0,,0,0,111,,87%
De'Angelo Henderson RB DEN (5),,KCL 24-27 ,10.4,,5,15,0,,1,1,29,1,,0,1,103,,6%
Matt Breida RB SF (11),,@LAW 34-13 ,10.4,,12,72,0,,1,2,32,0,,0,0,104,,17%
Kapri Bibbs RB WAS (5),,@NYGL 10-18 ,10,,12,47,0,,8,9,53,0,,0,0,117,,4%
Elijhaa Penny RB ARI (8),,@SEAW 26-24 ,9.9,,8,39,1,,0,1,0,0,,0,1,39,,2%
Marlon Mack RB IND (11),,HOUW 22-13 ,9.8,,7,28,1,,2,3,10,0,,0,1,38,,34%
Kareem Hunt RB KC (10),,@DENW 27-24 ,9.5,,1,35,1,,0,0,0,0,,0,1,35,,92%
Kenyan Drake RB MIA (1),,BUFL 16-22 ,9,,14,75,0,,3,3,15,0,,0,0,90,,67%
Ameer Abdullah RB DET (7),,GBW 35-11 ,8.9,,8,18,1,,1,2,11,0,,0,1,54,,76%
OUTLance Dunbar RB LA (8),,SFL 13-34 ,8.1,,6,20,1,,1,2,1,0,,0,1,21,,2%
Kerwynn Williams RB ARI (8),,@SEAW 26-24 ,8.1,,23,75,0,,1,1,6,0,,0,0,81,,17%
Wayne Gallman RB NYG (8),,WASW 18-10 ,7.9,,15,89,0,,0,2,0,0,,1,0,89,,19%
Joe Mixon RB CIN (6),,@BALW 31-27 ,7.7,,18,96,0,,1,1,1,0,,1-1,0,97,,85%
Giovani Bernard RB CIN (6),,@BALW 31-27 ,7,,10,52,0,,6,9,18,0,,0,0,70,,58%
Zach Line RB NO (5),,@TBL 24-31 ,6.8,,1,5,0,,1,1,3,1,,0,1,8,,0%
Mike Davis RB SEA (6),,ARIL 24-26 ,6.4,,10,48,0,,2,3,16,0,,0,0,64,,27%
C.J. Anderson RB DEN (5),,KCL 24-27 ,6.1,,18,61,0,,0,1,0,0,,0,0,61,,88%
Malcolm Brown RB LA (8),,SFL 13-34 ,6.1,,14,54,0,,4,5,7,0,,0,0,61,,5%
Bilal Powell RB NYJ (11),,@NEL 6-26 ,5.6,,13,46,0,,1,2,10,0,,0,0,56,,75%
Mark Ingram RB NO (5),,@TBL 24-31 ,5.4,,13,35,0,,4,4,19,0,,0,0,54,,97%
Christian McCaffrey RB CAR (11),,@ATLL 10-22 ,5.4,,6,14,0,,5,8,40,0,,0,0,54,,91%
Brandon Bolden RB NE (9),,NYJW 26-6 ,5.3,,9,46,0,,1,4,7,0,,0,0,53,,1%
Wendell Smallwood RB PHI (10),,DALL 0-6 ,5,,4,6,0,,3,3,24,0,,0,0,30,,14%
LeGarrette Blount RB PHI (10),,DALL 0-6 ,4.8,,9,37,0,,1,1,11,0,,0,0,48,,76%
Marcus Murphy RB BUF (6),,@MIAW 22-16 ,4.8,,7,41,0,,2,2,7,0,,0,0,66,,0%
Devontae Booker RB DEN (5),,KCL 24-27 ,4.6,,3,21,0,,1,1,25,0,,0,0,46,,26%
Mike Tolbert RB BUF (6),,@MIAW 22-16 ,4.5,,7,39,0,,1,2,6,0,,0,0,45,,6%
Jerick McKinnon RB MIN (9),,CHIW 23-10 ,4.4,,12,44,0,,0,1,0,0,,0,0,44,,72%
Lamar Miller RB HOU (7),,@INDL 13-22 ,3.7,,8,37,0,,0,0,0,0,,0,0,37,,96%
Javorius Allen RB BAL (10),,CINL 27-31 ,3.7,,5,37,0,,0,1,0,0,,0,0,37,,46%
Tevin Coleman RB ATL (5),,CARW 22-10 ,3.7,,11,23,0,,2,2,14,0,,0,0,37,,88%
Tion Green RB DET (7),,GBW 35-11 ,3.5,,9,21,0,,2,2,14,0,,0,0,35,,5%
LeSean McCoy RB BUF (6),,@MIAW 22-16 ,3.2,,11,10,0,,2,3,22,0,,0,0,32,,98%
Fitzgerald Toussaint RB PIT (9),,CLEW 28-24 ,3.1,,5,22,0,,2,3,9,0,,0,0,66,,0%
IRAkeem Hunt RB KC (10),,@DENW 27-24 ,2.9,,4,25,0,,1,2,4,0,,0,0,29,,1%
J.D. McKissic RB SEA (6),,ARIL 24-26 ,2.9,,4,9,0,,3,3,20,0,,0,0,29,,14%
Thomas Rawls RB SEA (6),,ARIL 24-26 ,2.8,,3,8,0,,2,3,20,0,,0,0,28,,39%
De'Veon Smith RB MIA (1),,BUFL 16-22 ,2.7,,0,0,0,,3,3,27,0,,0,0,27,,0%
Tarik Cohen RB CHI (9),,@MINL 10-23 ,2.7,,3,13,0,,6,8,14,0,,0,0,107,,51%
QTheo Riddick RB DET (7),,GBW 35-11 ,2.2,,4,10,0,,2,3,12,0,,0,0,22,,65%
Isaiah Crowell RB CLE (9),,@PITL 24-28 ,2.1,,15,21,0,,0,0,0,0,,0,0,21,,85%
Jacquizz Rodgers RB TB (1),,NOW 31-24 ,2,,0,0,0,,2,2,20,0,,0,0,37,,31%
D.J. Foster RB ARI (8),,@SEAW 26-24 ,2,,1,3,0,,1,3,17,0,,0,0,121,,2%
Danny Woodhead RB BAL (10),,CINL 27-31 ,1.9,,1,3,0,,4,6,16,0,,0,0,19,,52%
Kyle Juszczyk RB SF (11),,@LAW 34-13 ,1.9,,0,0,0,,4,4,19,0,,0,0,19,,3%
Branden Oliver RB LAC (9),,OAKW 30-10 ,1.9,,7,13,0,,1,1,6,0,,0,0,19,,4%
Paul Perkins RB NYG (8),,WASW 18-10 ,1.8,,3,7,0,,1,1,11,0,,0,0,18,,34%
Cameron Artis-Payne RB CAR (11),,@ATLL 10-22 ,1.6,,5,16,0,,0,0,0,0,,0,0,16,,3%
Shane Vereen RB NYG (8),,WASW 18-10 ,1.4,,3,14,0,,0,2,0,0,,0,0,14,,15%
Jordan Howard RB CHI (9),,@MINL 10-23 ,1.4,,9,9,0,,1,1,5,0,,0,0,14,,95%
Senorise Perry RB MIA (1),,BUFL 16-22 ,1.1,,3,8,0,,1,1,3,0,,0,0,70,,0%
Alan Cross RB TB (1),,NOW 31-24 ,1.1,,0,0,0,,1,1,11,0,,0,0,11,,0%
Elijah McGuire RB NYJ (11),,@NEL 6-26 ,1,,4,-6,0,,3,6,16,0,,0,0,26,,16%
Fozzy Whittaker RB CAR (11),,@ATLL 10-22 ,0.9,,1,0,0,,1,1,9,0,,0,0,9,,1%
Jay Prosch RB HOU (7),,@INDL 13-22 ,0.9,,0,0,0,,1,1,9,0,,0,0,9,,0%
Benny Cunningham RB CHI (9),,@MINL 10-23 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,3%
Charles Sims RB TB (1),,NOW 31-24 ,0.6,,1,6,0,,0,1,0,0,,0,0,25,,13%
QC.J. Ham RB MIN (9),,CHIW 23-10 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,0%
Jalen Richard RB OAK (10),,@LACL 10-30 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,21%
Patrick DiMarco RB BUF (6),,@MIAW 22-16 ,0.4,,0,0,0,,1,1,4,0,,0,0,4,,0%
Roosevelt Nix RB PIT (9),,CLEW 28-24 ,0.4,,2,-1,0,,1,1,5,0,,0,0,4,,0%
OUTT.J. Yeldon RB JAC (8),,@TENL 10-15 ,0.3,,4,5,0,,1,2,-2,0,,0,0,3,,20%
DeAndre Washington RB OAK (10),,@LACL 10-30 ,0.3,,2,3,0,,2,3,0,0,,0,0,3,,18%
QSamaje Perine RB WAS (5),,@NYGL 10-18 ,0.3,,2,3,0,,0,0,0,0,,0,0,3,,74%
Derek Watt RB LAC (9),,OAKW 30-10 ,0.2,,1,2,0,,0,0,0,0,,0,0,2,,0%
QDevante Mays RB GB (8),,@DETL 11-35 ,0.2,,1,2,0,,3,3,0,0,,0,0,2,,1%
Kenjon Barner RB PHI (10),,DALL 0-6 ,0.2,,1,-2,0,,1,1,14,0,,1,0,41,,1%
Alfred Morris RB DAL (6),,@PHIW 6-0 ,0.1,,2,1,0,,0,0,0,0,,0,0,1,,48%
James Develin RB NE (9),,NYJW 26-6 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
Orson Charles RB KC (10),,@DENW 27-24 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Derrick Coleman RB ATL (5),,CARW 22-10 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Bronson Hill RB ARI (8),,@SEAW 26-24 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Andre Ellington RB HOU (7),,@INDL 13-22 ,0,,0,0,0,,0,1,0,0,,0,0,0,,16%
David Fluellen RB TEN (8),,JACW 15-10 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Michael Burton RB CHI (9),,@MINL 10-23 ,0,,1,0,0,,1,1,0,0,,0,0,0,,0%
Corey Grant RB JAC (8),,@TENL 10-15 ,0,,0,0,0,,0,0,0,0,,0,0,58,,2%
Brian Hill RB CIN (6),,@BALW 31-27 ,0,,0,0,0,,0,0,0,0,,0,0,0,,2%
Matthew Dayes RB CLE (9),,@PITL 24-28 ,0,,0,0,0,,0,0,0,0,,0,0,22,,2%
Marquez Williams RB CLE (9),,@PITL 24-28 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
Corey Clement RB PHI (10),,DALL 0-6 ,0,,1,0,0,,0,1,0,0,,0,0,0,,20%
Shane Smith RB NYG (8),,WASW 18-10 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Doug Martin RB TB (1),,NOW 31-24 ,-0.3,,3,-3,0,,0,0,0,0,,0,0,-3,,76%
